aaab,0,1,2,4,8,9,2,8,     0.00000244 
aaab,0,1,2,5,6,7,3,7,     0.00000001 
abbb,1,4,0,2,3,6,7,9,    -0.00000396 
abb,3,8,0,2,6,9,    -0.00003037 
aabb,1,3,4,6,0,2,7,9,    -0.00001908 
aab,0,3,7,8,2,4,     0.00000000 
aab,2,3,4,8,0,8,    -0.00003400 
a,1,4,    -0.00026467 
aabb,1,2,4,8,0,2,4,6,     0.00000220 
abbb,1,9,1,2,3,6,7,9,     0.00001912 
abb,2,8,1,3,4,6,    -0.00001810 
aabb,1,3,4,7,2,3,6,9,     0.00006650 
aab,1,2,5,9,3,5,    -0.00004969 
aabb,1,2,7,9,0,2,4,7,     0.00001772 
aab,0,1,5,9,0,7,     0.00000105 
abb,2,4,0,2,5,8,    -0.00001031 
aabb,0,3,7,8,2,3,5,8,    -0.00004700 
aabb,1,3,6,8,0,2,6,8,     0.00006087 
aabb,0,2,4,7,1,2,4,5,    -0.00000184 
abb,3,8,1,3,4,8,    -0.00041508 
aabb,0,1,8,9,2,3,4,6,    -0.00000509 
aabb,1,3,8,9,0,2,8,9,    -0.00001383 
abb,0,5,2,3,4,5,     0.00009254 
aaab,1,2,3,4,5,7,3,9,     0.00001863 
abb,3,7,0,3,7,9,     0.00006702 
aab,2,3,4,6,2,8,     0.00216482 
abb,2,6,1,3,4,7,     0.00001535 
abb,2,9,0,3,5,8,    -0.00000177 
aabb,0,3,7,9,1,3,6,9,    -0.00000036 
aabb,0,3,4,6,1,2,7,9,    -0.00001392 
aabb,0,1,4,7,0,2,5,9,    -0.00000144 
aabb,2,3,5,9,1,2,8,9,    -0.00001319 
aabb,1,2,4,6,1,3,6,9,    -0.00001684 
aabb,2,3,5,6,0,3,6,7,    -0.00012848 
abb,2,7,1,3,4,6,    -0.00001053 
abb,0,8,2,3,6,9,    -0.00009962 
abbb,0,7,1,2,3,4,5,9,    -0.00003099 
aabb,0,2,4,8,0,2,4,8,     0.00002183 
aab,1,3,4,7,3,7,    -0.00041508 
aab,2,3,6,9,3,8,     0.00166871 
aabb,1,2,4,8,1,2,4,8,     0.00001591 
aabb,0,3,4,6,0,2,6,9,     0.00000137 
aabb,1,3,4,9,0,2,4,9,     0.00004160 
aabb,0,2,7,8,1,2,6,8,     0.00001024 
aabb,1,3,7,8,0,2,5,6,     0.00010608 
aabb,1,3,5,9,1,2,4,5,    -0.00001684 
aabb,1,3,4,5,1,3,8,9,     0.00000074 
aaab,1,2,3,5,6,8,3,7,    -0.00002222 
aabb,1,3,6,7,0,3,7,8,    -0.00003358 
aabb,1,2,7,8,2,3,5,8,    -0.00004068 
aab,0,3,5,9,0,5,     0.00011785 
aabb,1,3,4,8,2,3,6,9,     0.00011439 
abb,2,5,0,2,5,9,     0.00043556 
aabb,1,2,4,7,2,3,4,5,    -0.00020096 
ab,1,8,2,7,     0.00000000 
aabb,0,1,6,7,0,2,6,7,    -0.00000209 
aabb,0,3,5,9,1,3,7,9,    -0.00000035 
aab,1,3,6,9,3,7,     0.00006577 
aab,0,2,8,9,1,8,    -0.00002494 
aabb,0,2,7,8,2,3,7,8,    -0.00013914 
abb,3,6,1,2,5,9,    -0.00000000 
aabb,2,3,7,8,1,2,5,8,    -0.00005844 
aabb,0,3,5,7,1,2,5,8,    -0.00003775 
aab,2,3,5,8,0,9,    -0.00001631 
ab,0,7,0,8,    -0.00000000 
abb,3,4,0,3,6,7,     0.00004990 
b,1,4,    -0.00026467 
aabb,1,3,4,8,0,2,5,9,    -0.00002206 
abb,1,5,1,2,8,9,    -0.00002138 
aabb,1,2,6,9,1,2,6,9,     0.00021803 
aabb,0,1,4,8,0,2,4,8,    -0.00000146 
aab,2,3,4,5,2,7,    -0.00216482 
aabb,0,3,6,9,1,3,8,9,     0.00000035 
aabb,0,3,5,9,0,3,5,9,     0.00027383 
aabb,2,3,6,9,0,3,7,9,     0.00008655 
abb,3,4,1,2,5,8,     0.00001901 
aaab,0,2,3,5,6,7,2,8,     0.00001055 
aabb,0,3,8,9,0,1,5,9,     0.00000137 
aabb,2,3,6,7,1,3,5,8,     0.00019690 
aabb,1,3,5,6,0,3,5,8,     0.00009820 
aabb,0,3,6,9,1,2,4,8,    -0.00005528 
aab,1,2,6,9,0,5,     0.00000000 
abb,2,9,2,3,5,6,    -0.00000000 
aabb,0,1,5,8,1,2,7,8,    -0.00000018 
aab,0,2,4,5,1,7,    -0.00008049 
aabb,0,2,5,8,2,3,6,8,    -0.00012020 
aabb,1,3,4,6,2,3,8,9,     0.00009143 
aabb,1,3,5,7,0,3,7,8,    -0.00001954 
aabb,1,2,4,5,2,3,4,8,     0.00009803 
aabb,0,2,5,8,1,2,7,8,    -0.00001721 
aabb,0,2,6,8,1,2,5,6,    -0.00003425 
abb,2,4,2,3,4,9,     0.00613845 
abb,2,6,2,3,4,7,     0.00234600 
aabb,1,2,4,8,1,3,8,9,    -0.00002678 
aabb,2,3,6,7,0,2,5,7,     0.00012020 
aabb,0,2,6,9,1,2,7,9,     0.00001554 
aabb,2,3,8,9,1,3,8,9,    -0.00002542 
aabb,2,3,8,9,1,2,4,8,     0.00005809 
aabb,2,3,4,6,0,3,6,9,    -0.00011230 
abb,0,9,2,3,6,7,    -0.00001631 
abb,3,5,0,3,4,7,     0.00020714 
abb,2,9,0,3,4,9,     0.00003552 
aaab,0,2,3,5,7,9,3,9,    -0.00003729 
aabb,1,2,4,6,0,3,8,9,    -0.00006894 
aab,2,3,5,8,3,9,     0.00014358 
aabb,1,3,4,7,0,2,6,9,    -0.00002206 
abb,2,4,0,1,4,9,    -0.00000643 
aab,0,3,7,9,2,6,    -0.00007378 
abb,0,7,0,2,4,7,     0.00007786 
abb,2,5,2,3,6,9,     0.00000000 
aabb,0,2,4,8,1,3,5,9,    -0.00003271 
abbb,1,4,1,2,3,4,6,7,     0.00000634 
abb,3,5,1,2,5,9,    -0.00004969 
aabb,0,1,7,9,1,2,4,7,     0.00000057 
abb,3,8,2,3,4,7,    -0.00000000 
aabb,1,3,6,8,1,3,6,8,     0.00012921 
aabb,1,2,5,6,0,3,7,8,     0.00010613 
aabb,0,1,5,9,1,2,4,5,    -0.00000058 
aabb,2,3,6,8,0,2,6,8,    -0.00044963 
aabb,0,2,6,9,2,3,4,8,     0.00016431 
aabb,1,3,4,9,1,3,4,9,     0.00074425 
abbb,3,7,0,1,2,5,6,7,     0.00000001 
abb,0,7,1,2,4,5,    -0.00008173 
aabb,0,1,7,8,2,3,7,8,     0.00000608 
aabb,1,3,7,9,1,2,5,9,     0.00014527 
aab,1,2,4,9,2,9,    -0.00001449 
aab,1,3,7,9,2,8,    -0.00000000 
b,2,4,    -0.04395220 
aabb,2,3,5,6,0,1,5,6,     0.00000464 
aabb,0,1,6,9,2,3,4,8,    -0.00000514 
aabb,0,3,6,8,1,2,6,8,     0.00005086 
aab,0,3,8,9,2,5,    -0.00007378 
ab,0,8,3,7,    -0.00000000 
aab,1,2,6,7,2,9,    -0.00004914 
aabb,0,1,4,7,2,3,4,7,     0.00000514 
aabb,0,2,5,8,2,3,6,7,     0.00019454 
abb,3,8,1,3,4,7,     0.00000000 
aabb,0,3,6,9,2,3,8,9,     0.00011164 
abb,2,4,2,3,6,8,     0.00187181 
aabb,1,3,5,8,2,3,5,7,     0.00011551 
aab,0,2,6,9,1,6,    -0.00014014 
aabb,2,3,7,9,1,3,4,6,     0.00005315 
abb,3,8,2,3,5,9,     0.00096980 
ab,3,5,3,6,     0.00000000 
aabb,2,3,5,6,1,2,6,7,     0.00001177 
abb,0,9,2,3,6,8,    -0.00002805 
aab,1,2,5,9,2,8,     0.00005392 
abb,1,6,2,3,6,9,     0.00014204 
aab,2,3,5,9,0,7,     0.00009962 
abb,1,9,2,3,7,8,     0.00000000 
aabb,0,1,5,7,1,3,5,7,    -0.00000206 
aab,0,2,5,9,0,7,     0.00004088 
aab,0,2,5,7,2,4,     0.00001773 
aab,2,3,6,9,2,6,     0.00165802 
abb,2,6,1,3,4,8,     0.00002642 
aabb,2,3,4,8,1,2,8,9,    -0.00006197 
aabb,1,2,8,9,0,2,4,8,     0.00001772 
aabb,0,2,5,6,0,1,5,6,    -0.00000083 
aabb,2,3,5,8,1,2,7,8,    -0.00004068 
abbb,2,8,0,2,3,5,6,7,     0.00001055 
abb,2,9,1,2,4,9,    -0.00001449 
abbb,1,7,0,2,3,5,6,7,    -0.00000000 
abb,2,5,0,3,7,9,     0.00012694 
abb,3,7,0,3,4,6,    -0.00017029 
aab,0,1,7,9,0,6,    -0.00000027 
aab,0,1,7,9,1,7,     0.00000293 
abb,3,9,0,2,4,9,    -0.00006156 
aabb,0,3,4,7,1,2,5,9,     0.00002707 
aab,1,3,4,8,3,7,    -0.00000000 
abb,0,5,2,3,4,6,    -0.00000000 
abbb,3,7,1,2,3,5,6,8,    -0.00002222 
aabb,0,2,6,9,0,1,6,9,    -0.00000251 
abb,0,6,1,3,4,5,    -0.00000000 
abb,2,8,0,3,5,9,    -0.00004512 
abb,1,4,2,3,5,8,     0.00000687 
abb,2,8,1,2,6,9,     0.00009278 
aabb,0,2,5,7,2,3,5,8,     0.00012020 
aab,0,3,4,5,3,7,     0.00029300 
abb,2,7,0,3,6,9,    -0.00004512 
aab,0,1,8,9,1,8,     0.00000293 
aabb,0,3,5,7,0,3,5,7,     0.00012530 
aabb,1,3,4,8,0,2,6,9,    -0.00003798 
abb,3,7,1,3,6,9,     0.00006577 
abbb,3,8,0,2,3,6,7,8,     0.00001219 
aab,1,2,4,6,2,6,     0.00010954 
aab,0,2,4,6,3,6,     0.00010173 
aab,1,3,7,9,3,6,     0.00011045 
aab,0,2,7,9,3,5,     0.00005538 
aabb,1,3,4,7,2,3,4,7,    -0.00086535 
aabb,0,2,4,5,1,2,4,7,    -0.00000220 
abb,3,9,1,3,4,9,    -0.00030984 
aabb,1,2,5,9,1,2,5,9,     0.00021803 
abb,3,6,0,3,6,9,    -0.00033484 
aabb,0,3,6,8,1,3,7,8,     0.00001887 
abbb,0,7,1,2,3,5,6,7,    -0.00000000 
abb,1,7,1,3,7,9,     0.00006393 
abb,2,8,1,3,7,9,    -0.00000000 
aaab,0,2,3,6,7,8,2,5,     0.00001054 
aabb,2,3,8,9,2,3,8,9,     0.00150652 
aabb,2,3,5,6,0,3,5,7,    -0.00007465 
aabb,0,3,7,9,0,3,7,9,     0.00009565 
abb,3,9,1,3,6,7,    -0.00004467 
aabb,0,2,6,7,2,3,5,7,     0.00012020 
abbb,2,9,1,2,3,6,8,9,    -0.00001662 
aab,0,3,4,7,2,8,    -0.00000000 
abb,0,8,0,2,6,9,    -0.00004088 
aabb,2,3,4,6,1,3,4,6,    -0.00105061 
abbb,2,6,0,1,2,4,6,9,     0.00000623 
aabb,1,3,6,7,1,2,5,6,    -0.00004319 
aabb,0,2,5,6,1,2,6,7,     0.00005661 
aabb,1,2,5,9,0,3,4,7,     0.00002707 
abb,2,6,0,2,6,9,     0.00043556 
abb,3,8,1,2,4,6,     0.00014655 
abb,1,7,1,2,6,9,    -0.00002548 
aaab,1,2,3,4,6,9,0,8,     0.00003099 
abb,2,7,1,3,4,5,     0.00001810 
aab,1,3,6,8,3,9,    -0.00007688 
aabb,1,2,5,7,0,3,6,7,    -0.00003775 
abb,1,7,1,2,4,7,     0.00007820 
abb,2,8,2,3,8,9,    -0.00645444 
abbb,2,8,1,2,3,6,7,8,    -0.00001030 
abb,1,8,1,3,4,6,    -0.00001597 
aaab,1,2,3,5,7,8,2,8,     0.00001773 
aabb,1,3,4,5,0,3,4,7,    -0.00028239 
aabb,1,2,7,8,1,3,6,7,     0.00004803 
aabb,2,3,5,6,0,3,5,8,    -0.00012848 
aabb,0,1,5,9,0,3,8,9,     0.00000137 
aabb,0,1,6,7,2,3,6,7,     0.00000691 
aabb,0,3,4,5,1,2,7,9,     0.00002393 
aab,0,3,4,6,0,8,    -0.00001951 
aabb,1,3,4,5,1,2,5,9,     0.00000258 
aab,1,3,4,5,2,8,    -0.00001053 
aabb,2,3,4,6,0,2,8,9,     0.00013402 
aabb,0,2,5,8,2,3,5,8,    -0.00031268 
aab,1,3,4,8,2,6,     0.00002642 
aabb,2,3,6,8,2,3,6,8,     0.02167169 
aabb,1,3,5,7,1,3,5,7,     0.00012921 
aabb,1,2,4,8,0,3,5,9,    -0.00003213 
aabb,0,1,6,9,1,2,8,9,     0.00000207 
abb,0,5,1,3,8,9,     0.00006993 
aab,0,3,5,9,3,5,    -0.00033484 
abbb,0,9,1,2,3,4,6,7,    -0.00000596 
aab,2,3,5,7,3,9,    -0.00024700 
aabb,1,2,4,6,0,3,7,9,    -0.00004007 
aabb,0,1,5,7,0,2,5,7,    -0.00000296 
abb,1,6,0,1,6,9,     0.00000134 
abbb,1,7,1,2,3,4,7,9,     0.00002230 
aabb,2,3,4,7,0,2,4,7,    -0.00003843 
aabb,2,3,4,6,1,2,4,7,     0.00011679 
aabb,2,3,6,7,1,2,5,6,    -0.00000518 
b,0,9,    -0.00012020 
aabb,0,2,4,8,0,3,8,9,    -0.00002796 
aabb,2,3,4,9,0,2,5,7,    -0.00003380 
